1 0.025410 0.038861 0.025610 0.039061 
2 0.010104 0.020192 0.010304 0.020392 
3 0.082808 0.048601 0.083008 0.048801 
4 0.158063 0.616783 0.158263 0.616983 
5 0.234594 0.484478 0.234794 0.484678 
6 0.006278 0.015322 0.006478 0.015522 
7 0.007553 0.003147 0.007753 0.003347 
8 0.247349 0.603796 0.247549 0.603996 
9 0.016482 0.021004 0.016682 0.021204 
10 0.031788 0.018569 0.031988 0.018769 
11 0.140206 0.545355 0.140406 0.545555 
12 0.096839 0.041296 0.097039 0.041496 
13 0.132553 0.495030 0.132753 0.495230 
14 0.029237 0.068082 0.029437 0.068282 
15 0.163165 0.203634 0.163365 0.203834 
16 0.024135 0.043731 0.024335 0.043931 
17 0.021584 0.036426 0.021784 0.036626 
18 0.002451 0.007205 0.002651 0.007405 
19 0.001176 0.002335 0.001376 0.002535 
20 0.540716 0.728796 0.540916 0.728996 
21 -0.000100 0.000712 0.000100 0.000912 
22 0.006278 0.043731 0.006478 0.043931 
23 0.059849 0.159803 0.060049 0.160003 
24 0.343012 0.177660 0.343212 0.177860 
25 0.321329 0.301036 0.321529 0.301236 
26 0.110869 0.117595 0.111069 0.117795 
27 0.210359 0.183342 0.210559 0.183542 
28 0.543267 0.164673 0.543467 0.164873 
29 0.159339 0.591621 0.159539 0.591821 
30 0.059849 0.072140 0.060049 0.072340 
31 0.078982 0.382205 0.079182 0.382405 
32 0.019033 0.008829 0.019233 0.009029 
33 0.016482 0.005582 0.016682 0.005782 
34 0.002451 0.003147 0.002651 0.003347 
35 0.015206 0.012075 0.015406 0.012275 
36 0.325155 0.203634 0.325355 0.203834 
37 0.049645 0.189023 0.049845 0.189223 
38 0.269033 0.077010 0.269233 0.077210 
39 0.146584 0.292919 0.146784 0.293119 
40 0.078982 0.167919 0.079182 0.168119 
41 0.067502 0.124900 0.067702 0.125100 
42 0.158063 0.161426 0.158263 0.161626 
43 0.021584 0.067270 0.021784 0.067470 
44 0.314951 0.316458 0.315151 0.316658 
45 0.151686 0.050225 0.151886 0.050425 
46 0.072604 0.194705 0.072804 0.194905 
47 0.193778 0.211751 0.193978 0.211951 
48 0.571329 0.333504 0.571529 0.333704 
49 0.123624 0.162238 0.123824 0.162438 
50 0.031788 0.048601 0.031988 0.048801 
51 0.168267 0.160614 0.168467 0.160814 
52 0.096839 0.149251 0.097039 0.149451 
53 0.257553 0.290484 0.257753 0.290684 
54 0.071329 0.148439 0.071529 0.148639 
55 0.012655 0.007205 0.012855 0.007405 
56 0.127451 0.214186 0.127651 0.214386 
57 0.382553 0.314835 0.382753 0.315035 
58 0.048369 0.154121 0.048569 0.154321 
59 0.041992 0.200387 0.042192 0.200587 
60 0.187400 0.360290 0.187600 0.360490 
61 0.053471 0.085939 0.053671 0.086139 
62 0.548369 0.293731 0.548569 0.293931 
63 0.016482 0.079445 0.016682 0.079645 
64 0.340461 0.197140 0.340661 0.197340 
65 0.205257 0.270192 0.205457 0.270392 
66 0.013931 0.044543 0.014131 0.044743 
67 0.050920 0.133829 0.051120 0.134029 
68 0.019033 0.020192 0.019233 0.020392 
69 0.552196 0.214997 0.552396 0.215197 
70 0.002451 0.045355 0.002651 0.045555 
71 0.193778 0.141945 0.193978 0.142145 
72 0.122349 0.106231 0.122549 0.106431 
73 0.071329 0.035614 0.071529 0.035814 
74 0.001176 0.012075 0.001376 0.012275 
75 0.049645 0.061588 0.049845 0.061788 
76 0.012655 0.013699 0.012855 0.013899 
77 0.036890 0.047790 0.037090 0.047990 
78 0.220563 0.214186 0.220763 0.214386 
79 0.121073 0.262075 0.121273 0.262275 
80 0.110869 0.059965 0.111069 0.060165 
81 0.027961 0.051036 0.028161 0.051236 
82 0.261380 0.233666 0.261580 0.233866 
83 0.020308 0.025062 0.020508 0.025262 
84 0.031788 0.036426 0.031988 0.036626 
85 0.115971 0.150062 0.116171 0.150262 
86 0.127451 0.253958 0.127651 0.254158 
87 0.035614 0.025062 0.035814 0.025262 
88 0.107043 0.149251 0.107243 0.149451 
