1 0.038861 0.058452 0.039061 0.058652 
2 0.020192 0.005933 0.020392 0.006133 
3 0.048601 0.038225 0.048801 0.038425 
4 0.616783 0.393087 0.616983 0.393287 
5 0.484478 0.258594 0.484678 0.258794 
6 0.015322 0.011256 0.015522 0.011456 
7 0.003147 0.002384 0.003347 0.002584 
8 0.603796 0.612746 0.603996 0.612946 
9 0.021004 0.013030 0.021204 0.013230 
10 0.018569 0.074776 0.018769 0.074976 
11 0.545355 0.309694 0.545555 0.309894 
12 0.041296 0.066969 0.041496 0.067169 
13 0.495030 0.269595 0.495230 0.269795 
14 0.068082 0.063065 0.068282 0.063265 
15 0.203634 0.122682 0.203834 0.122882 
16 0.043731 0.022256 0.043931 0.022456 
17 0.036426 0.019772 0.036626 0.019972 
18 0.007205 0.002384 0.007405 0.002584 
19 0.002335 -0.000100 0.002535 0.000100 
20 0.728796 0.707494 0.728996 0.707694 
21 0.000712 0.000610 0.000912 0.000810 
22 0.043731 0.047451 0.043931 0.047651 
23 0.159803 0.166330 0.160003 0.166530 
24 0.177660 0.192945 0.177860 0.193145 
25 0.301036 0.306146 0.301236 0.306346 
26 0.117595 0.091454 0.117795 0.091654 
27 0.183342 0.214591 0.183542 0.214791 
28 0.164673 0.336309 0.164873 0.336509 
29 0.591621 0.411185 0.591821 0.411385 
30 0.072140 0.112036 0.072340 0.112236 
31 0.382205 0.327437 0.382405 0.327637 
32 0.008829 0.004868 0.009029 0.005068 
33 0.005582 0.004868 0.005782 0.005068 
34 0.003147 -0.000100 0.003347 0.000100 
35 0.012075 0.010546 0.012275 0.010746 
36 0.203634 0.164911 0.203834 0.165111 
37 0.189023 0.103520 0.189223 0.103720 
38 0.077010 0.147168 0.077210 0.147368 
39 0.292919 0.448800 0.293119 0.449000 
40 0.167919 0.307210 0.168119 0.307410 
41 0.124900 0.141490 0.125100 0.141690 
42 0.161426 0.175202 0.161626 0.175402 
43 0.067270 0.053484 0.067470 0.053684 
44 0.316458 0.247948 0.316658 0.248148 
45 0.050225 0.074066 0.050425 0.074266 
46 0.194705 0.100681 0.194905 0.100881 
47 0.211751 0.276337 0.211951 0.276537 
48 0.333504 0.744755 0.333704 0.744955 
49 0.162238 0.325308 0.162438 0.325508 
50 0.048601 0.064130 0.048801 0.064330 
51 0.160614 0.294080 0.160814 0.294280 
52 0.149251 0.079034 0.149451 0.079234 
53 0.290484 0.243690 0.290684 0.243890 
54 0.148439 0.081518 0.148639 0.081718 
55 0.007205 0.011965 0.007405 0.012165 
56 0.214186 0.214946 0.214386 0.215146 
57 0.314835 0.211398 0.315035 0.211598 
58 0.154121 0.085067 0.154321 0.085267 
59 0.200387 0.083647 0.200587 0.083847 
60 0.360290 0.262852 0.360490 0.263052 
61 0.085939 0.148232 0.086139 0.148432 
62 0.293731 0.440283 0.293931 0.440483 
63 0.079445 0.040354 0.079645 0.040554 
64 0.197140 0.351213 0.197340 0.351413 
65 0.270192 0.515869 0.270392 0.516069 
66 0.044543 0.013740 0.044743 0.013940 
67 0.133829 0.073356 0.134029 0.073556 
68 0.020192 0.006642 0.020392 0.006842 
69 0.214997 0.603165 0.215197 0.603365 
70 0.045355 0.032902 0.045555 0.033102 
71 0.141945 0.221689 0.142145 0.221889 
72 0.106231 0.141845 0.106431 0.142045 
73 0.035614 0.079744 0.035814 0.079944 
74 0.012075 0.005933 0.012275 0.006133 
75 0.061588 0.053484 0.061788 0.053684 
76 0.013699 0.018708 0.013899 0.018908 
77 0.047790 0.034676 0.047990 0.034876 
78 0.214186 0.242625 0.214386 0.242825 
79 0.262075 0.211752 0.262275 0.211952 
80 0.059965 0.048161 0.060165 0.048361 
81 0.051036 0.059162 0.051236 0.059362 
82 0.233666 0.355116 0.233866 0.355316 
83 0.025062 0.047806 0.025262 0.048006 
84 0.036426 0.067324 0.036626 0.067524 
85 0.150062 0.113101 0.150262 0.113301 
86 0.253958 0.341987 0.254158 0.342187 
87 0.025062 0.019417 0.025262 0.019617 
88 0.149251 0.131909 0.149451 0.132109 
89 0.117595 0.087906 0.117795 0.088106 
90 0.137075 0.240496 0.137275 0.240696 
91 0.368406 0.268885 0.368606 0.269085 
92 0.140322 0.252207 0.140522 0.252407 
93 0.099738 0.189396 0.099938 0.189596 
94 0.040484 0.062711 0.040684 0.062911 
95 0.080257 0.223818 0.080457 0.224018 
96 0.050225 0.137586 0.050425 0.137786 
97 0.029932 0.086131 0.030132 0.086331 
98 0.190647 0.198977 0.190847 0.199177 
99 0.021816 0.050645 0.022016 0.050845 
100 0.150874 0.140425 0.151074 0.140625 
101 0.017757 0.007707 0.017957 0.007907 
102 0.022627 0.028999 0.022827 0.029199 
103 0.277497 0.431057 0.277697 0.431257 
104 0.042108 0.075486 0.042308 0.075686 
105 0.235290 0.355471 0.235490 0.355671 
106 0.128147 0.099971 0.128347 0.100171 
107 0.048601 0.039999 0.048801 0.040199 
108 0.193082 0.332760 0.193282 0.332960 
109 0.046978 0.064130 0.047178 0.064330 
110 0.039673 0.050290 0.039873 0.050490 
111 0.003958 0.011610 0.004158 0.011810 
112 0.003147 0.002029 0.003347 0.002229 
113 0.688212 0.395216 0.688412 0.395416 
114 0.283179 0.263917 0.283379 0.264117 
115 0.053471 0.060936 0.053671 0.061136 
116 0.157368 0.199332 0.157568 0.199532 
117 0.249088 0.161362 0.249288 0.161562 
118 0.056718 0.047451 0.056918 0.047651 
119 0.010452 0.024385 0.010652 0.024585 
120 0.046166 0.022966 0.046366 0.023166 
121 0.054283 0.081163 0.054483 0.081363 
122 0.093244 0.080099 0.093444 0.080299 
123 0.550225 0.342341 0.550425 0.342541 
124 0.002335 0.003449 0.002535 0.003649 
125 0.006394 0.003094 0.006594 0.003294 
126 0.249088 0.061291 0.249288 0.061491 
127 0.031556 0.009126 0.031756 0.009326 
128 0.217432 0.052065 0.217632 0.052265 
129 0.174413 0.108133 0.174613 0.108333 
130 0.136264 0.085422 0.136464 0.085622 
131 0.038049 0.022611 0.038249 0.022811 
132 -0.000100 0.000610 0.000100 0.000810 
133 0.003147 0.002029 0.003347 0.002229 
134 0.115160 0.064485 0.115360 0.064685 
135 0.022627 0.010191 0.022827 0.010391 
136 0.092432 0.054194 0.092632 0.054394 
137 0.094056 0.052420 0.094256 0.052620 
138 0.072140 0.142200 0.072340 0.142400 
139 0.219056 0.483931 0.219256 0.484131 
140 0.482855 0.421476 0.483055 0.421676 
141 0.262887 0.181589 0.263087 0.181789 
142 0.188212 0.302597 0.188412 0.302797 
143 0.024251 0.013740 0.024451 0.013940 
144 0.193894 0.524385 0.194094 0.524585 
